student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail
S08649,Male,17,High School,Medium,Yes,Moderate,3.24,87.5,7.88,4.1,83.7,54.9,2,Yes,57.7,35.5,62.3,42.9,51.9,1.54,Pass
S08650,Female,16,Bachelor,Low,Yes,Quiet,4.1,93.7,5.59,0.5,100,64.7,2,No,76,56.1,77.1,68.9,73.8,2.57,Pass
S08651,Female,15,High School,Medium,Yes,Moderate,2.92,80.4,7.24,4.1,67.2,61.7,4,No,43.9,50.9,52.1,45.9,49,1.58,Fail
S08652,Female,18,High School,Medium,No,Quiet,1.41,86.5,5.67,1.3,86.6,70.6,1,Yes,41.6,37.8,53.3,31.7,40.8,1.04,Fail
S08653,Male,16,PhD,Medium,Yes,Moderate,1.76,86.9,8.31,0.5,88,60.2,2,No,59.1,64,60.5,69.4,65,2.51,Pass
S08654,Male,17,Master,Medium,No,Noisy,2.58,83.6,7.34,2.1,100,61.3,0,Yes,61.1,54.8,30.9,59.4,53.2,2.19,Pass
S08655,Male,17,Master,High,Yes,Noisy,1.1,81.9,8.23,2.8,70.4,51.8,0,No,43.1,52.9,44.4,40.4,45,1.73,Fail
S08656,Female,16,Bachelor,Medium,Yes,Quiet,1.97,97.9,5.34,3,67.3,72,3,No,55.5,47.3,50.1,39.2,48.3,2.38,Fail
S08657,Male,16,Master,Low,Yes,Moderate,1.56,75.5,6.83,4.4,97.8,49.9,1,No,30.9,34,45.3,48.3,42.2,1.49,Fail
S08658,Female,16,Master,High,Yes,Moderate,2.61,86.5,7.87,1.7,76.6,65.6,0,No,46.4,47.8,51.2,60.2,48.2,2.12,Fail
S08659,Male,18,Bachelor,Low,Yes,Quiet,2.4,72.1,8.4,5,66.5,55,0,No,43.6,41.6,30.8,43.6,42.1,1.91,Fail
S08660,Male,17,PhD,Medium,Yes,Noisy,3.14,64.9,7.35,5,72.6,53.9,1,Yes,31.1,36.9,44.6,45.9,37.8,1.39,Fail
S08661,Male,17,High School,High,No,Moderate,4.03,97,6.57,2.8,59.2,58.8,4,No,62.9,64.6,65,47.8,59.4,2.33,Pass
S08662,Male,17,Master,Low,Yes,Moderate,2.71,97.9,6.73,1.3,79.6,57.1,1,Yes,56,40.3,48,62.2,51.5,2.23,Pass
S08663,Female,18,Bachelor,High,Yes,Moderate,1.2,80.1,5.96,6.2,40,76.6,4,No,12.9,22.4,14.5,13.5,16.2,0.68,Fail
S08664,Male,15,Bachelor,Medium,Yes,Quiet,0.54,85.5,8.46,5.1,84,61.6,4,No,34.4,40.4,42.6,48.9,43.7,1.77,Fail
S08665,Male,17,High School,Medium,Yes,Quiet,3.19,82.1,7.65,2.8,56.9,89.7,1,No,42.9,53.4,36.6,44.4,46.7,1.88,Fail
S08666,Female,17,Bachelor,Medium,Yes,Quiet,2.2,82.1,6.82,0.5,99,59.7,1,Yes,51.1,66.8,65.8,54.9,60.7,2.78,Pass
S08667,Female,15,Bachelor,Medium,Yes,Quiet,2.81,80.1,7.54,3.4,69.4,67.3,0,No,52.6,40.9,44.8,55.8,46,1.9,Fail
S08668,Male,18,PhD,High,Yes,Quiet,3.4,89.6,6.89,1.6,67.6,61.9,5,No,64.1,53.4,55.1,49.2,56.4,2.55,Pass
S08669,Male,15,PhD,Low,Yes,Noisy,4.73,81.2,6.7,3.8,80.6,68.2,2,Yes,62.7,35.1,46.6,53.9,49.5,1.99,Fail
S08670,Female,15,PhD,Medium,Yes,Moderate,0.9,89.2,6.24,2.8,85.9,69.6,2,No,52.6,39.3,30.5,48.4,42.3,1.38,Fail
S08671,Female,15,High School,Low,Yes,Noisy,1.79,100,6.26,0.1,80.5,69.2,5,No,68.3,63.4,75.8,71.6,67.5,2.32,Pass
S08672,Female,15,PhD,Low,Yes,Noisy,2.9,88.9,7.38,0.7,55.7,79.6,1,No,64.8,54.2,45.7,35.8,50.3,2.26,Pass
S08673,Male,18,Bachelor,Medium,Yes,Moderate,1.63,86.2,8.05,1.4,81.8,70.9,3,Yes,33.2,38.2,60.3,46.3,40.6,1.64,Fail
S08674,Male,18,Master,Medium,Yes,Quiet,1.21,79.3,6.66,5,78.8,73.7,1,No,36.1,28.7,31.9,34.1,29.8,1.37,Fail
S08675,Male,15,High School,High,Yes,Moderate,4.57,84.9,6.21,1.5,78.2,87.9,1,Yes,72,57.5,54.4,51.5,57.4,2.23,Pass
S08676,Female,16,Bachelor,Medium,Yes,Quiet,1.74,68.3,7.95,0,88.7,65.5,0,No,45.3,48.8,42.5,38.8,45.9,2.17,Fail
S08677,Female,16,PhD,Medium,Yes,Quiet,1.43,100,7.08,2.2,68.4,89.2,3,Yes,44.4,51,35.5,51.2,46.3,1.79,Fail
S08678,Female,16,Master,Low,Yes,Moderate,1.62,75.4,4.77,2.1,63,72.5,6,No,35.2,35.7,32.3,26.3,31.9,1.53,Fail
S08679,Male,16,Bachelor,High,Yes,Moderate,4.3,65.8,6.29,4.9,89.2,29.7,1,No,46,52.3,45.8,34.5,45.2,1.95,Fail
S08680,Female,17,Master,Low,Yes,Quiet,2.17,84,7.47,4.8,50.8,72.9,2,No,42.5,46.3,43.5,39,42.7,1.7,Fail
S08681,Male,18,High School,Medium,No,Quiet,1.34,88.5,6.21,0.5,84.2,91.2,3,No,54.4,48.2,35.1,45,46.6,2.02,Fail
S08682,Female,18,Bachelor,Medium,No,Quiet,1.99,98.2,7.05,3.1,61.8,78.9,2,No,27.2,33.1,52.6,47.2,38.5,1.3,Fail
S08683,Male,15,Bachelor,Medium,Yes,Moderate,2.94,87.4,5.76,3.7,100,68.3,1,No,71.1,69.7,67.7,66.7,70.7,2.69,Pass
S08684,Male,17,High School,Medium,Yes,Noisy,4.07,94.3,6.59,2.3,58.2,61.9,1,No,71.7,59.3,54.6,40.4,54.7,2.05,Pass
S08685,Female,15,High School,Medium,Yes,Moderate,3.97,94.3,5.91,2.8,58.5,94.5,1,Yes,57.1,59.4,64.6,56,60.1,2.41,Pass
S08686,Male,15,High School,Low,Yes,Noisy,2.07,93.3,5.77,4.2,100,71.2,1,No,55.8,43.8,50,49.6,49.4,1.84,Fail
S08687,Female,18,Bachelor,Medium,Yes,Moderate,2.36,73.7,6.24,2.9,98.9,52.4,0,No,50,57.8,45.4,60,51.6,1.94,Pass
S08688,Male,17,High School,Medium,Yes,Quiet,5.52,90.1,7.87,3.5,67.9,71.8,1,No,57.3,59,57.1,55.6,55.1,2.01,Pass
S08689,Female,16,Bachelor,Medium,Yes,Moderate,4.19,71.1,7.42,4.6,61.5,57.2,3,Yes,48.8,52.6,54.5,53.5,53.1,2.33,Pass
S08690,Female,18,High School,Low,Yes,Quiet,2.7,100,9.05,1.8,66.1,34.8,1,Yes,46.6,51.8,48.2,50.9,48.8,2.18,Fail
S08691,Male,17,Bachelor,Medium,Yes,Quiet,0.5,92,6.4,3.7,85.4,70.2,0,No,40.7,26.3,37.5,31.3,35,1.51,Fail
S08692,Female,17,Bachelor,Low,Yes,Moderate,2.45,78.8,8.02,1.8,84.3,70.8,1,Yes,52.6,49.2,37.4,42.6,44.4,1.62,Fail
S08693,Male,18,Bachelor,Low,No,Noisy,1.41,88.8,8.86,4.1,74,64.8,1,No,31.1,33.6,25.7,41.2,33.1,1.32,Fail
S08694,Female,18,Bachelor,Medium,Yes,Moderate,1.96,74.9,8.12,1.6,100,64.9,1,No,44.8,53.8,53.6,40,48.3,1.9,Fail
S08695,Female,15,Bachelor,Medium,Yes,Noisy,1.84,69.5,8.14,3.2,68.2,72,1,Yes,17.4,22.3,14.1,21.7,20,1.05,Fail
S08696,Female,15,High School,Low,No,Moderate,2.72,93.8,7.12,2.2,51.6,59.8,3,No,46.7,48.1,57.4,59.7,51.4,2.07,Pass
S08697,Female,15,Master,Medium,Yes,Quiet,3.08,75.2,7.23,3.4,100,53.2,1,Yes,35.3,35.6,54.1,44.5,38.2,1.56,Fail
S08698,Male,16,High School,High,Yes,Moderate,2.12,83.2,6.08,1.2,93.7,50.6,4,No,28.7,32.2,26,41.7,36.3,1.35,Fail
S08699,Female,18,High School,High,Yes,Noisy,1.47,87.1,4.33,2.1,76.9,64.1,1,No,31.3,42,31,15.2,30.7,1.22,Fail
S08700,Female,17,Bachelor,High,Yes,Moderate,2.79,83.2,7.2,2.4,83.1,73.9,3,No,53.7,70.2,66.8,67.1,64,1.98,Pass
S08701,Male,18,High School,Low,Yes,Moderate,2.4,74.7,6.04,0.9,81.8,36.3,0,No,34,31.7,31.7,37.5,32.1,1.66,Fail
S08702,Male,17,Master,Low,Yes,Moderate,0.72,85.6,6.57,1.6,55.7,77.3,1,No,33,41.3,32,30.6,35.6,1.6,Fail
S08703,Male,16,High School,High,Yes,Moderate,3.73,86.5,6.17,0,79.7,65.5,3,Yes,85.3,95.7,76.7,92.4,82.4,3.11,Pass
S08704,Male,18,Bachelor,Low,Yes,Quiet,2.13,93.7,7.32,3.1,86.5,61.1,2,Yes,28.8,34.2,31.1,36.2,32.4,1.24,Fail
S08705,Male,17,High School,Low,Yes,Quiet,2.68,100,6.8,3.7,85.8,92.1,0,Yes,62.7,49.8,55.7,55.4,53.4,2.07,Pass
S08706,Male,17,High School,Medium,Yes,Quiet,2.74,65.2,8.26,0.4,44.2,87.4,2,No,31.6,33.5,33.4,40.6,35.1,1.56,Fail
S08707,Female,15,High School,Low,Yes,Moderate,2.98,77,6.28,0.7,82.8,78,3,No,59.4,67.1,60,75.6,62.4,2.72,Pass
S08708,Male,16,Master,High,No,Noisy,3.18,87.2,7.18,1.1,87,54.5,0,No,44.3,39.5,41.2,42.4,40.2,1.4,Fail
S08709,Female,18,PhD,Medium,No,Noisy,1.43,95.1,6.81,0.6,79.2,88,3,No,41.8,33.5,39.3,34.6,38.3,1.41,Fail
S08710,Male,15,Bachelor,Medium,Yes,Quiet,3.37,88.5,6.71,3.1,61.8,54.5,3,No,50.8,54.6,50.8,61.9,53.8,2.08,Pass
S08711,Female,16,Master,High,Yes,Moderate,2.59,96.2,6.92,1.5,99.7,65.4,3,Yes,39.2,37.4,37.4,38.2,38.9,1.46,Fail
S08712,Female,15,Bachelor,Low,Yes,Moderate,4.3,70.2,8.52,2.9,79.5,73.6,1,No,50.4,45.3,44,56.9,46.3,1.9,Fail
S08713,Female,18,PhD,Medium,No,Moderate,3.98,81.8,7.84,1.4,76.8,38.5,0,No,49.1,52.7,35.6,51.8,47.8,1.94,Fail
S08714,Male,17,Master,Medium,Yes,Moderate,4.59,99.6,6.54,2,77.7,73.7,1,No,83.2,89.8,87.5,83.6,87.2,3.72,Pass
S08715,Male,18,High School,Medium,Yes,Quiet,1.87,76.4,6.39,4.1,58,57.4,3,No,31.4,40.3,27.4,35.8,32.3,1.02,Fail
S08716,Male,16,Bachelor,Low,Yes,Noisy,4.54,56,6.22,0.8,100,63,1,Yes,49.4,62.7,52.7,54.3,57.5,1.87,Pass
S08717,Male,18,Bachelor,Medium,Yes,Noisy,3.11,76.8,7.12,1.7,96.9,52.2,3,No,57.2,54.2,35.9,51.8,48,1.63,Fail
S08718,Female,16,High School,High,Yes,Quiet,3.83,89.4,5.48,3.1,69.6,86,2,No,35.5,45.1,56.7,44.3,42.8,2.09,Fail
S08719,Male,15,High School,Low,Yes,Moderate,3.81,84.3,6.78,2,51.1,64.7,0,No,57.2,54.7,49.2,50.9,49.1,1.96,Fail
S08720,Female,16,Master,Low,Yes,Quiet,3.55,72.2,7.38,2.8,87.9,70.1,3,No,38.2,56.8,41.3,50.6,48,2.18,Fail
S08721,Female,17,Master,Low,Yes,Quiet,1.69,77.8,6.27,2.5,91.2,94.4,2,Yes,40.4,48.9,50.5,46.9,49.7,1.79,Fail
S08722,Male,17,Master,Medium,Yes,Noisy,4.15,71.7,7.04,0.2,81,84.3,2,No,62.6,74.3,74,72.4,73.5,3.22,Pass
S08723,Male,17,PhD,Low,Yes,Moderate,3.42,72.9,7.27,4.6,75,70.8,5,No,32,36.4,34.6,37.3,32.4,1.41,Fail
S08724,Male,15,Master,High,Yes,Quiet,1.23,76.2,5.24,2.4,55,59.2,2,No,34.3,15.6,32.5,40.7,31.4,1.17,Fail
S08725,Female,16,High School,Medium,Yes,Moderate,2.42,86.1,7.21,4.9,89,59.1,1,No,48.9,40.7,46.3,42.2,43.8,1.73,Fail
S08726,Male,15,High School,Medium,Yes,Noisy,1.54,61.1,6.54,3,54.8,76.5,0,No,76.9,74.4,56.2,77.4,71.4,2.8,Pass
S08727,Female,18,High School,Medium,Yes,Noisy,1.29,98.7,8.85,4.5,84.1,56,2,No,41.9,24.3,38.7,22.5,33.5,1.36,Fail
S08728,Male,18,High School,Medium,Yes,Quiet,4.02,84,7.2,4,90.9,41.7,2,No,39.7,42.4,38,41.1,37.4,1.11,Fail
S08729,Female,18,High School,Medium,Yes,Noisy,1.22,73.9,6.08,4.3,75.4,58.3,1,No,26.9,24.6,26,15.9,24.5,0.99,Fail
S08730,Male,18,Bachelor,Medium,Yes,Noisy,1.41,75.3,5.18,2.2,76.2,76.1,2,No,37.9,42.2,31.4,45.9,40,1.5,Fail
S08731,Male,17,Master,Medium,Yes,Moderate,5.37,78.7,6.95,5.2,42.2,60.6,0,No,47.4,44.4,51.6,47.7,47.7,1.55,Fail
S08732,Female,16,Master,Low,Yes,Moderate,2.46,85.1,8.31,1.8,66.1,85.5,1,No,41.7,39.4,26.7,55,41.9,1.25,Fail
S08733,Male,17,Bachelor,Low,No,Quiet,3.79,86.5,6.39,3,72.8,60.2,3,No,43.6,40.2,51.6,49.6,49.2,1.87,Fail
S08734,Male,16,Master,Low,Yes,Quiet,4.35,83.1,7.31,3.8,55.8,67.1,3,Yes,54.4,58.5,69.4,60.1,61.2,2.85,Pass
S08735,Male,16,Bachelor,Medium,Yes,Moderate,3.93,77.4,7.74,7.3,99.2,58.5,1,No,20.3,22.6,25.9,11.7,19.2,1.06,Fail
S08736,Male,15,Master,Low,Yes,Noisy,3.18,84.9,7.69,4.1,68.3,67.9,2,Yes,53.7,31.9,34.6,35.3,39.5,1.53,Fail
S08737,Male,18,Bachelor,Medium,Yes,Noisy,2.96,64.3,7,1.7,73,53.1,3,No,36.9,37,50.7,46.8,41.3,1.48,Fail
S08738,Male,16,High School,High,Yes,Moderate,3.65,72.8,6.34,2.9,100,89.5,1,No,62.4,58.6,40.1,48.5,52.7,1.93,Pass
S08739,Male,18,Master,Low,Yes,Moderate,2.73,78.2,6.74,0.5,95.3,84.6,5,No,66.2,64.6,75.1,60.7,68.9,2.51,Pass
S08740,Female,18,High School,Medium,Yes,Moderate,3.83,71.6,5.93,4.7,100,49.9,3,Yes,78,70.1,75,70.9,75,3.46,Pass
S08741,Female,18,Bachelor,Medium,No,Moderate,2.69,82.8,6.06,0,99.1,85.5,5,No,53.8,69.1,62.8,63.4,60.6,2.4,Pass
S08742,Male,17,High School,Medium,Yes,Quiet,2.83,71.6,7.99,2.2,90.4,91.1,3,No,49.2,43.4,38.6,40.2,44.2,1.89,Fail
S08743,Male,18,Bachelor,Medium,Yes,Quiet,5.26,100,7.34,5.8,68,78.7,4,No,56.7,48.1,64.2,72.3,60.8,2.31,Pass
S08744,Male,16,PhD,High,No,Quiet,2.42,70.4,7.29,3.6,57.9,88.1,3,No,31.4,31.3,26.3,37.6,33.1,1.2,Fail
S08745,Female,17,High School,Low,Yes,Quiet,3.02,100,6.28,3.2,92,71.4,1,Yes,64.2,76.3,65.4,70.5,70.2,2.95,Pass
S08746,Female,18,Master,Low,Yes,Quiet,3.52,64.9,8.2,0.7,71.8,79.6,2,No,60.1,54.4,44.8,34.4,49.4,2.32,Fail
S08747,Male,15,High School,Medium,Yes,Moderate,3.59,100,6.77,4.5,44.8,77.3,3,No,50.6,51.2,53.5,48.3,51.1,2.05,Pass
S08748,Female,18,High School,Medium,No,Quiet,3.35,90.8,7.13,1.1,86.6,56.1,1,No,74.9,47.3,45.4,38.5,51,2.25,Pass
S08749,Male,18,High School,Low,Yes,Quiet,1.5,92.9,8.16,1.1,83.5,83,2,No,63.1,52,57.7,67.4,59.4,2.34,Pass
S08750,Male,17,Master,Low,Yes,Noisy,3.19,71.3,6.28,4.5,60.5,75.5,2,No,36.3,22.4,21.3,37.8,28.1,1.4,Fail
S08751,Male,16,High School,Medium,Yes,Moderate,3.29,81.8,6.36,1.1,100,54.1,3,Yes,45.8,32,36.8,52.9,42,1.76,Fail
S08752,Male,18,Bachelor,Medium,No,Moderate,4.37,82.4,8.03,0.3,66.9,45.6,2,No,59.5,64.6,60,52,59.8,2.44,Pass
S08753,Female,17,High School,High,Yes,Quiet,3.89,84,7.81,1.1,100,74,0,No,62.8,57.8,63.3,64.5,63,2.56,Pass
S08754,Female,17,High School,Medium,Yes,Moderate,4.45,97.7,7.34,2.8,99.7,67.8,3,No,51.2,60.2,58.5,49.8,54,2.06,Pass
S08755,Male,16,Master,Low,Yes,Moderate,1.8,91.9,4.82,1.7,95.2,51.3,1,No,35.4,36,53.6,39.3,42.1,1.45,Fail
S08756,Female,17,High School,Medium,Yes,Moderate,1.8,83.3,8.28,5.2,70.9,88.3,0,No,28.1,43.9,30,30.4,33.9,1.43,Fail
S08757,Female,16,High School,Low,Yes,Moderate,3.39,95,6.39,2.6,82.6,76.9,3,No,61,62,61.9,65.2,63.5,2.57,Pass
S08758,Male,15,High School,Medium,Yes,Moderate,4.36,96.8,6.42,0.6,84,76.9,3,No,63.3,65.1,70.1,60.2,66,2.62,Pass
S08759,Female,18,Bachelor,Medium,Yes,Noisy,2.76,79.3,6.8,0,75.6,72.3,4,No,49.5,51.4,53.9,62,53.7,1.76,Pass
S08760,Male,17,Bachelor,Medium,Yes,Quiet,2.11,79,5.8,3.9,80.2,51.6,3,No,53.1,60.3,48.5,45.2,52.7,2.29,Pass
S08761,Male,15,High School,Medium,Yes,Quiet,1.08,100,8.22,3,100,53.9,1,No,45.4,34.6,29.3,32.8,34.3,1.53,Fail
S08762,Male,17,High School,Low,Yes,Moderate,3.44,82.6,7.17,3.4,69.5,88.4,3,No,37.8,51.8,43.1,48.8,41.8,1.51,Fail
S08763,Male,17,Bachelor,High,Yes,Moderate,2.86,78.6,7.7,1.9,86.9,73.3,1,No,36.1,48.1,45.4,46.8,40.9,1.32,Fail
S08764,Female,15,High School,Medium,Yes,Quiet,2.48,83.5,6.23,2.7,71.5,54.2,5,No,54.5,45.8,39.6,36.6,43.4,1.91,Fail
S08765,Male,17,Master,Medium,Yes,Noisy,4.09,95.7,7.99,4.3,56.4,68.6,1,Yes,45.5,62.2,54.9,70.5,53.4,2.04,Pass
S08766,Female,17,Master,Low,Yes,Moderate,2.9,92.2,8.42,2.5,95.9,77.4,0,No,35.6,44.6,40.4,59.6,44,1.64,Fail
S08767,Male,15,Bachelor,Low,Yes,Moderate,3,83.7,5.73,0.8,86.1,62.1,1,No,42.6,51.6,52,49.6,49,2.17,Fail
S08768,Male,17,High School,Medium,Yes,Moderate,4.08,91.1,5.88,3.6,94.8,73.1,2,No,49.4,46.1,31.3,38,41.6,1.95,Fail
S08769,Female,16,Bachelor,Medium,Yes,Moderate,5.63,87.5,6.19,2,65.6,85.5,3,Yes,70.1,63.2,64.3,70.9,70.6,2.82,Pass
S08770,Male,17,Master,Low,No,Noisy,2.47,83.6,7.92,3.9,70.7,96.2,3,No,41,34.1,34.6,38.5,39.4,1.75,Fail
S08771,Female,18,Bachelor,High,Yes,Quiet,1.95,82,7.18,2.5,85.9,43,0,No,33.4,44.5,44.8,35.7,38.4,2.12,Fail
S08772,Female,17,Master,Low,Yes,Quiet,1.81,86.5,6.93,3.8,91.6,83.6,2,No,37.4,41.4,17.3,37.8,35.9,1.64,Fail
S08773,Male,18,Bachelor,Low,Yes,Quiet,3.57,80.8,7.37,3.3,97.9,77.5,2,Yes,57.9,45.9,50.7,56.4,51,2.17,Pass
S08774,Male,18,Bachelor,Low,Yes,Noisy,1.69,85.7,8.93,4.4,78.5,74.9,1,Yes,30.6,41.3,48.8,32.9,40.1,1.84,Fail
S08775,Male,17,High School,Low,Yes,Moderate,2.55,84.5,5.25,3.9,87.6,56.8,4,No,32.2,44.6,34.7,32.4,34.6,1.19,Fail
S08776,Male,15,Bachelor,High,Yes,Noisy,2.66,70.5,6.69,0.5,100,76.5,3,No,40.7,47.5,41.5,42.4,45.2,1.57,Fail
S08777,Male,16,High School,Medium,Yes,Noisy,4.87,79.7,4,0,74.3,62.2,2,Yes,58.8,55.5,47.7,61.3,55.8,2.18,Pass
S08778,Male,16,Master,Low,Yes,Moderate,4.43,82.4,7.51,2.4,84.2,76.5,1,No,64.5,65.3,64.6,72,65.3,2.63,Pass
S08779,Female,17,Master,High,Yes,Quiet,1.16,100,8.09,3.4,77.8,76.8,2,No,54.5,53.1,60.8,60.9,57.1,2,Pass
S08780,Female,15,Master,High,Yes,Quiet,4.9,83.4,6.69,1.4,83.2,89,1,No,54.2,54.2,61.6,59.9,57.5,2.54,Pass
S08781,Male,15,Bachelor,Medium,Yes,Quiet,1.54,87.7,7.65,3.2,100,82.1,3,No,45.4,34.7,31.4,48.4,40.3,1.54,Fail
S08782,Female,16,High School,High,No,Noisy,3.19,100,5.46,3.1,71.1,41.4,4,No,60.2,58.7,57.8,65.6,60.9,2.38,Pass
S08783,Female,15,High School,Medium,Yes,Quiet,2,69.2,7.48,2.4,67.4,70.7,4,Yes,32.8,27.8,28.2,42.5,29.7,1.26,Fail
S08784,Male,17,Bachelor,Medium,Yes,Moderate,2.53,69.7,9.45,1.5,93.1,89.8,2,No,44.6,55.8,48,43.5,50.6,2.14,Pass
S08785,Male,17,Master,Medium,Yes,Quiet,1.82,77.2,6.62,1,100,47.8,1,No,33.6,30.5,34.4,50.1,35.4,1.79,Fail
S08786,Female,15,Bachelor,Low,Yes,Quiet,5.01,81.7,7.42,6.2,58.1,68.2,2,Yes,48.8,44.4,34.2,39.4,43.2,1.67,Fail
S08787,Male,17,High School,Medium,No,Quiet,2.83,82.7,6.41,0,74.9,75,2,No,37.3,47.8,42.8,47,42.7,1.71,Fail
S08788,Female,18,Master,High,No,Moderate,3.27,79.9,7.18,0.6,84.7,36.1,1,No,41.2,51.3,50.3,46.9,48.4,1.99,Fail
S08789,Male,16,PhD,Medium,Yes,Quiet,1.71,72.7,8.11,6.4,80.7,75.2,0,Yes,21.7,23.4,17.7,34.7,23.7,1.37,Fail
S08790,Female,17,Bachelor,High,Yes,Moderate,1.3,94.7,7.6,1,82.1,60.6,6,No,73.5,42,62,54,57.6,2.51,Pass
S08791,Female,15,Bachelor,Medium,Yes,Moderate,2.47,80.5,6.9,1.7,81,72.5,3,Yes,61.1,50.9,55.4,50.7,56.7,2.36,Pass
S08792,Female,16,Master,Medium,Yes,Noisy,3.63,96.8,6.88,3.5,69,73.4,1,No,49.4,55,59.7,67.7,56.4,2.24,Pass
S08793,Female,17,Bachelor,Medium,Yes,Noisy,2.85,74.8,5.8,3.2,41.6,66.2,4,No,35.8,35.8,27.4,42.4,36.6,1.34,Fail
S08794,Male,16,PhD,Medium,Yes,Moderate,4.17,100,8.02,3.2,79.6,69.9,4,No,45.3,55.8,52.6,66,55.8,2.21,Pass
S08795,Male,15,High School,Medium,Yes,Moderate,3.15,68.3,7.75,4.7,76.6,54.3,2,No,48.5,53.2,53.4,56,52.8,2.39,Pass
S08796,Female,18,Bachelor,Low,Yes,Quiet,3.01,84.9,5.74,1.1,57.6,68.2,0,No,52.6,37.1,32.1,39.3,41.1,1.68,Fail
S08797,Female,18,Bachelor,Low,Yes,Moderate,3.64,75,7.18,2.8,69.8,61.4,2,No,31.9,34.7,39.8,49.4,42.4,1.45,Fail
S08798,Male,17,Master,High,Yes,Moderate,3.12,85.4,6.07,2.4,93.4,75.6,5,No,34.5,34.3,28,32.1,28.6,1.24,Fail
S08799,Male,18,Master,Low,Yes,Quiet,4.13,75.2,6.54,1.2,77.1,70.6,1,No,63.7,66.2,64.5,79.2,67.3,2.37,Pass
S08800,Female,17,PhD,Medium,Yes,Moderate,3.67,63.5,7.81,2.7,82.8,54.1,1,No,52.4,60.6,47.2,64.8,56.1,2.01,Pass
S08801,Female,16,Bachelor,Medium,No,Quiet,4.09,77.2,7.99,3.3,63.9,58.2,2,No,52.4,51.1,46.9,47.1,49.1,1.98,Fail
S08802,Female,17,Master,Medium,Yes,Quiet,3.86,100,7.71,3.4,88.9,58.1,2,No,63.6,65,61,65.3,62.7,2.39,Pass
S08803,Female,17,Bachelor,Medium,Yes,Quiet,4.63,75,6.73,4.1,100,68.8,4,No,85.1,87.7,68.8,66.6,78.4,2.56,Pass
S08804,Female,17,Bachelor,Medium,No,Noisy,3.99,90.1,7.46,2.4,87.9,71.9,2,Yes,46,57.5,57,52.2,50.3,1.35,Pass
S08805,Male,18,High School,High,Yes,Quiet,5.1,85.1,6.23,1,86.6,68.5,2,No,60.6,61.5,46.6,52,57.5,2.23,Pass
S08806,Female,17,Master,Medium,Yes,Quiet,2.35,80.5,7.75,0.4,83.8,72,2,No,52.6,69.4,69.6,74.1,68.6,2.44,Pass
S08807,Male,15,PhD,Medium,Yes,Noisy,4,100,6.98,1.8,70.1,61.7,1,Yes,38.5,43.4,34.1,38.9,40.3,1.48,Fail
S08808,Male,17,High School,High,Yes,Quiet,1.34,81.9,6.53,0.5,94.4,57.9,2,No,28.6,37.5,37.3,35.5,34.8,1.22,Fail
S08809,Male,16,High School,High,Yes,Noisy,4.14,86.7,6.27,1.4,78.2,49.4,1,No,44.7,64.3,49.7,51.3,54.7,2,Pass
S08810,Female,15,Master,High,Yes,Noisy,3.07,85.9,7.68,0.7,100,64.5,3,Yes,62.9,52,50.7,63.6,57.4,1.82,Pass
S08811,Male,16,Bachelor,Medium,Yes,Moderate,4.12,100,6.86,1.5,100,60.6,4,Yes,48.4,64.6,62.8,67.2,61.6,2.37,Pass
S08812,Male,16,PhD,Low,Yes,Moderate,5.02,70,6.51,5.2,71.9,100,1,No,53.9,60.2,66.4,63.9,63.4,2.59,Pass
S08813,Male,16,High School,Low,Yes,Noisy,3.96,100,6.51,2.3,91.5,100,2,No,51.8,62.3,56.6,52.4,56,1.72,Pass
S08814,Male,15,High School,High,Yes,Moderate,2.5,100,5.76,4.9,71.2,77.2,1,No,46.9,42.4,40.7,47,47.1,1.96,Fail
S08815,Female,15,Bachelor,High,Yes,Quiet,1.69,89,7.17,3.1,97.5,56.5,1,No,39.1,49.6,46.3,44.9,46.6,1.66,Fail
S08816,Female,18,High School,Medium,Yes,Noisy,3.64,91.2,7.29,1.6,66.8,68.7,2,Yes,30.3,47.1,28.9,41.5,37.9,1.73,Fail
S08817,Male,15,High School,Low,Yes,Quiet,2.66,82.7,5.52,2.3,83.6,74,2,No,58.4,49.7,33.1,44.5,45.7,1.85,Fail
S08818,Male,17,High School,Medium,Yes,Quiet,3.8,86.5,5.92,0,87.8,37.1,1,No,59.9,50.5,49.3,41.5,51.2,2.27,Pass
S08819,Female,16,High School,Medium,Yes,Noisy,2.39,89.2,5.35,2,91.6,69.6,2,No,54.6,56.7,51,45.1,51.9,2.04,Pass
S08820,Female,18,High School,Medium,Yes,Quiet,1.88,75.9,8.2,0.5,64.7,50,2,Yes,49.2,37.2,29.5,46.2,42.5,1.41,Fail
S08821,Female,15,PhD,Medium,Yes,Moderate,2.71,100,7.62,3.4,86.8,65,3,No,54.8,65.7,57.4,55.1,57.2,2.14,Pass
S08822,Male,16,High School,High,Yes,Moderate,3.6,87.2,8.1,1.8,83.2,57.2,0,Yes,62.7,47.2,50.4,50.6,55,2.35,Pass
